Variable Name,Short Name,Question,Responses,Subscale,First Order Subscale
future_time_perspective_survey.09,FTPS09,I have the sense that time is running out.,"2, Very untrue: 1, 5, 3, 4, 6, Very true: 7",Future Time Total,
future_time_perspective_survey.10,FTPS10,There are only limited possibilities in my future.,"3, Very untrue: 1, 2, 4, 6, Very true: 7, 5",Future Time Total,
future_time_perspective_survey.11,FTPS11,"As I get older, I begin to experience time as limited.","4, 3, 6, 5, 2, Very true: 7, Very untrue: 1",Future Time Total,
grit_scale_survey.02,GRTS02,New ideas and projects sometimes distract me from previous ones.,"Not at all like me: 1, 3, 4, 2, Very much like me: 5",GRIT Total,
grit_scale_survey.03,GRTS03,Setbacks don't discourage me.,"Very much like me: 5, 4, 2, 3, Not at all like me: 1",GRIT Total,
grit_scale_survey.04,GRTS04,I have been obsessed with a certain idea or project for a short time but later lost interest.,"Not at all like me: 1, 3, 4, 2, Very much like me: 5",GRIT Total,
grit_scale_survey.05,GRTS05,I am a hard worker.,"Very much like me: 5, 3, 4, 2, Not at all like me: 1",GRIT Total,
grit_scale_survey.06,GRTS06,I often set a goal but later choose to pursue a different one.,"Not at all like me: 1, 4, 2, 3, Very much like me: 5",GRIT Total,
grit_scale_survey.07,GRTS07,I have difficulty maintaining my focus on projects that take more than a few months to complete.,"Not at all like me: 1, 3, 2, 4, Very much like me: 5",GRIT Total,
grit_scale_survey.08,GRTS08,I finish whatever I begin.,"4, Very much like me: 5, 3, 2, Not at all like me: 1",GRIT Total,
grit_scale_survey.09,GRTS09,I am diligent.,"4, 3, Very much like me: 5, 2, Not at all like me: 1",GRIT Total,
impulsive_venture_survey.02,IMV02,Would you enjoy water skiing?,"Yes, No",Venturesomeness,
impulsive_venture_survey.03,IMV03,Usually do you prefer to stick to brands you know are reliable to trying new ones on the chance of finding something better?,"Yes, No",Venturesomeness,
impulsive_venture_survey.04,IMV04,Do you quite enjoy taking risks?,"No, Yes",Venturesomeness,
impulsive_venture_survey.05,IMV05,Would you enjoy parachute jumping?,"No, Yes",Venturesomeness,
impulsive_venture_survey.06,IMV06,Do you often buy things on impulse?,"No, Yes",Impulsiveness,
impulsive_venture_survey.07,IMV07,Do you generally do and say things without stopping to think?,"No, Yes",Impulsiveness,
impulsive_venture_survey.08,IMV08,Do you often get into a jam because you do things without thinking?,"No, Yes",Impulsiveness,
impulsive_venture_survey.09,IMV09,Do you think hitch-hiking is too dangerous a way to travel?,"Yes, No",Venturesomeness,
impulsive_venture_survey.10,IMV10,Do you like diving off the highboard?,"No, Yes",Venturesomeness,
impulsive_venture_survey.11,IMV11,Are you an impulsive person?,"No, Yes",Impulsiveness,
impulsive_venture_survey.12,IMV12,Do you welcome new and exciting experiences and sensations even if they are a little frightening and unconventional?,"Yes, No",Venturesomeness,
impulsive_venture_survey.13,IMV13,Do you usually think carefully before doing anything?,"Yes, No",Impulsiveness,
impulsive_venture_survey.14,IMV14,Would you like to learn to fly an aeroplane?,"Yes, No",Venturesomeness,
impulsive_venture_survey.15,IMV15,Do you often do things on the spur of the moment?,"No, Yes",Impulsiveness,
impulsive_venture_survey.16,IMV16,Do you mostly speak before thinking things out?,"No, Yes",Impulsiveness,
impulsive_venture_survey.17,IMV17,Do you often get involved in things you later wish you could get out of?,"No, Yes",Impulsiveness,
impulsive_venture_survey.18,IMV18,Do you get so 'carried away' by new and exciting ideas. that you never think of possible snags?,"Yes, No",Impulsiveness,
impulsive_venture_survey.19,IMV19,Do you find it hard to understand people who risk their necks climbing mountains?,"Yes, No",Venturesomeness,
impulsive_venture_survey.20,IMV20,Do you sometimes like doing things that are a bit frightening?,"No, Yes",Venturesomeness,
impulsive_venture_survey.21,IMV21,Do you need to use a lot of self-control to keep out of trouble?,"Yes, No",Impulsiveness,
impulsive_venture_survey.22,IMV22,Would you agree that almost everything enjoyable is illegal or immoral?,"No, Yes",Impulsiveness,
impulsive_venture_survey.23,IMV23,"Generally do you prefer to enter cold sea water gradually, to diving or jumping straight in?","No, Yes",Venturesomeness,
impulsive_venture_survey.24,IMV24,Are you often surprised at people's reactions to what you do or say?,"No, Yes",Impulsiveness,
impulsive_venture_survey.25,IMV25,Would you enjoy the sensation of skiing very fast down a high mountain slope?,"Yes, No",Venturesomeness,
impulsive_venture_survey.26,IMV26,Do you think an evening out is more successful if it is unplanned or arranged at the last moment?,"Yes, No",Impulsiveness,
impulsive_venture_survey.27,IMV27,Would you like to go scuba diving?,"Yes, No",Venturesomeness,
impulsive_venture_survey.28,IMV28,Would you enjoy fast driving?,"Yes, No",Venturesomeness,
impulsive_venture_survey.29,IMV29,"Do you usually work quickly, without bothering to check?","No, Yes",Impulsiveness,
impulsive_venture_survey.30,IMV30,Do you often change your interests?,"No, Yes",Impulsiveness,
impulsive_venture_survey.31,IMV31,"Before making up your mind, do you consider all the advantages and disadvantages?","Yes, No",Impulsiveness,
impulsive_venture_survey.32,IMV32,Would you be put off a job involving quite a bit of danger?,"No, Yes",Venturesomeness,
impulsive_venture_survey.33,IMV33,Do you prefer to 'sleep on it' before making decisions?,"No, Yes",-,
impulsive_venture_survey.34,IMV34,"When people shout at you, do you shout back?","Yes, No",-,
impulsive_venture_survey.35,IMV35,Do you usually make up your mind quickly?,"No, Yes",-,
leisure_time_activity_survey.02,LCAT02,"During the past month, which statement best describes the kinds of physical activity you usually did? Do not include the time you spent working at a job. Please read all six statements before selecting one.","About three times a week I did moderate activities such as brisk walking / swimming / or riding a bike for about 15 - 20 minutes each time. Or about once a week I did moderately difficult chores such as raking or mowing the lawn for about 45 - 60 minutes. Or about once a week I played sports such as softball / basketball / or soccer for about 45 - 60 minutes., Almost daily - that is five or more times a week - I did moderate activities such as brisk walking / swimming / or riding a bike for 30 minutes or more each time. Or about once a week I did moderately difficult chores or played sports for 2 hours or more., Almost daily - that is - five or more times a week - I did vigorous activities such as running or riding hard on a bike for 30 minutes or more each time., About three times a week I did vigorous activities such as running or riding hard on a bike for 30 minutes or more each time., Once or twice a week I did light activities such as getting outdoors on the weekends for an easy walk or stroll. Or once or twice a week I did chores around the house such as sweeping floors or vacuuming., I did not do much physical activity. I mostly did things like watching television / reading / playing cards / or playing computer games. Only occasionally no more than once or twice a month did I do anything more active such as going for a walk or playing tennis.",lCAT Total,
mindful_attention_awareness_survey.02,MAAS02,I could be experiencing some emotion and not be conscious of it until some time later.,"almost never, very infrequently, somewhat frequently, somewhat infrequently, very frequently, almost always",MAAS Total,
mindful_attention_awareness_survey.03,MAAS03,"I break or spill things because of carelessness, not paying attention, or thinking of something else.","almost never, somewhat frequently, very infrequently, somewhat infrequently, very frequently, almost always",MAAS Total,
mindful_attention_awareness_survey.04,MAAS04,I find it difficult to stay focused on what’s happening in the present.,"almost never, somewhat frequently, somewhat infrequently, very frequently, very infrequently, almost always",MAAS Total,
mindful_attention_awareness_survey.05,MAAS05,I tend to walk quickly to get where I’m going without paying attention to what I experience along the way.,"almost never, very infrequently, somewhat frequently, very frequently, somewhat infrequently, almost always",MAAS Total,
mindful_attention_awareness_survey.06,MAAS06,I tend not to notice feelings of physical tension or discomfort until they really grab my attention.,"almost never, very infrequently, somewhat frequently, somewhat infrequently, very frequently, almost always",MAAS Total,
mindful_attention_awareness_survey.07,MAAS07,I forget a person's name almost as soon as I've been told it for the first time.,"almost never, very infrequently, somewhat infrequently, somewhat frequently, almost always, very frequently",MAAS Total,
mindful_attention_awareness_survey.08,MAAS08,It seems I am 'running on automatic' without much awareness of what I’m doing.,"almost never, very infrequently, somewhat frequently, very frequently, somewhat infrequently, almost always",MAAS Total,
mindful_attention_awareness_survey.09,MAAS09,I rush through activities without being really attentive to them.,"almost never, somewhat infrequently, very frequently, very infrequently, somewhat frequently, almost always",MAAS Total,
mindful_attention_awareness_survey.10,MAAS10,I get so focused on the goal I want to achieve that I lose touch with what I am doing right now to get there.,"almost never, somewhat infrequently, very infrequently, somewhat frequently, very frequently, almost always",MAAS Total,
mindful_attention_awareness_survey.11,MAAS11,"I do jobs or tasks automatically, without being aware of what I’m doing.","almost never, very infrequently, somewhat frequently, very frequently, somewhat infrequently, almost always",MAAS Total,
mindful_attention_awareness_survey.12,MAAS12,"I find myself listening to someone with one ear, doing something else at the same time.","almost never, almost always, somewhat frequently, very infrequently, somewhat infrequently, very frequently",MAAS Total,
mindful_attention_awareness_survey.13,MAAS13,I drive places on 'automatic pilot' and then wonder why I went there.,"almost never, somewhat infrequently, almost always, very frequently, very infrequently, somewhat frequently",MAAS Total,
mindful_attention_awareness_survey.14,MAAS14,I find myself preoccupied with the future or the past.,"almost never, somewhat infrequently, somewhat frequently, very frequently, very infrequently, almost always",MAAS Total,
mindful_attention_awareness_survey.15,MAAS15,I find myself doing things without paying attention.,"almost never, very infrequently, very frequently, somewhat frequently, somewhat infrequently, almost always",MAAS Total,
mindful_attention_awareness_survey.16,MAAS16,I snack without being aware that I'm eating.,"almost never, somewhat frequently, somewhat infrequently, almost always, very infrequently, very frequently",MAAS Total,
mpq_control_survey.02,MPQ02,I stop one activity before completing it.,"False, True",MPQ-Control Total,
mpq_control_survey.03,MPQ03,I take time to consider all aspects.,"True, False",MPQ-Control Total,
mpq_control_survey.04,MPQ04,I think before doing.,"True, False",MPQ-Control Total,
mpq_control_survey.05,MPQ05,I stop and think.,"True, False",MPQ-Control Total,
mpq_control_survey.06,MPQ06,I am fast and careless.,"False, True",MPQ-Control Total,
mpq_control_survey.07,MPQ07,I am never reckless.,"False, True",MPQ-Control Total,
mpq_control_survey.08,MPQ08,I buy something without thinking.,"False, True",MPQ-Control Total,
mpq_control_survey.09,MPQ09,I value rational approach.,"True, False",MPQ-Control Total,
mpq_control_survey.10,MPQ10,I do things on the spur of the moment.,"True, False",MPQ-Control Total,
mpq_control_survey.11,MPQ11,I am careful in reasoning.,"True, False",MPQ-Control Total,
mpq_control_survey.12,MPQ12,I am not as cautious.,"False, True",MPQ-Control Total,
mpq_control_survey.13,MPQ13,I am cautious person.,"True, False",MPQ-Control Total,
mpq_control_survey.14,MPQ14,I am a spontaneous person.,"True, False",MPQ-Control Total,
mpq_control_survey.15,MPQ15,I do the first thing that comes to mind.,"False, True",MPQ-Control Total,
mpq_control_survey.16,MPQ16,I keep close track of money.,"True, False",MPQ-Control Total,
mpq_control_survey.17,MPQ17,I play things by ear.,"False, True",MPQ-Control Total,
mpq_control_survey.18,MPQ18,I know how to proceed.,"True, False",MPQ-Control Total,
mpq_control_survey.19,MPQ19,I am very level-headed.,"True, False",MPQ-Control Total,
mpq_control_survey.20,MPQ20,I organize my work.,"True, False",MPQ-Control Total,
mpq_control_survey.21,MPQ21,I often start projects.,"True, False",MPQ-Control Total,
mpq_control_survey.22,MPQ22,I am methodical.,"True, False",MPQ-Control Total,
mpq_control_survey.23,MPQ23,I do not have detailed plans.,"False, True",MPQ-Control Total,
mpq_control_survey.24,MPQ24,I have a good idea of what I'm going to do.,"True, False",MPQ-Control Total,
mpq_control_survey.25,MPQ25,I like to find out what to expect.,"True, False",MPQ-Control Total,
selection_optimization_compensation_survey.02,SOC02,Please select which of the two statements is more true for you.,"I concentrate all my energy on a few things,  I divide my energy among many things",,
selection_optimization_compensation_survey.03,SOC03,Please select which of the two statements is more true for you.,"I always focus on the one most important goal at a given time,  I am always working on several goals at once",,
selection_optimization_compensation_survey.04,SOC04,Please select which of the two statements is more true for you.,"Even when I really consider what I want in life I wait and see what happens instead of committing myself to just one or two particular goals,  When I think about what I want in life I commit myself to one or two important goals",,
selection_optimization_compensation_survey.05,SOC05,Please select which of the two statements is more true for you.," To achieve a particular goal I am willing to abandon other goals, Just to achieve a particular goal I am not willing to abandon other ones",,
selection_optimization_compensation_survey.06,SOC06,Please select which of the two statements is more true for you.,"I always pursue goals one after the other, I always pursue many goals at once so that I easily get bogged down",,
selection_optimization_compensation_survey.07,SOC07,Please select which of the two statements is more true for you.,"I often only know what I want as the result of a situation, I know exactly what I want and what I do not want",,
selection_optimization_compensation_survey.08,SOC08,Please select which of the two statements is more true for you.,"When I decide upon a goal I stick to it,  I can change a goal again at any time",,
selection_optimization_compensation_survey.09,SOC09,Please select which of the two statements is more true for you.," I always direct my attention to my most important goal, I always approach several goals at once",,
selection_optimization_compensation_survey.10,SOC10,Please select which of the two statements is more true for you.,"I make important life decisions, I do not like to commit myself to speciﬁc life decisions",,
selection_optimization_compensation_survey.11,SOC11,Please select which of the two statements is more true for you.,"I take things as they come and carry on from there, I consider exactly what is important for me",,
selection_optimization_compensation_survey.12,SOC12,Please select which of the two statements is more true for you.,"I have many goals in life that are equally important to me, I do not have many goals in life that are equally important to me",,
selection_optimization_compensation_survey.13,SOC13,Please select which of the two statements is more true for you.,"I often adapt my goals to small changes,  I have set my goals clearly and stick to them",,
selection_optimization_compensation_survey.14,SOC14,Please select which of the two statements is more true for you.,"When things do not go as well as before I choose one or two important goals, When things do not go as well as before I still try to keep all my goals",,
selection_optimization_compensation_survey.15,SOC15,Please select which of the two statements is more true for you.," When I cannot do something important the way I did before I look for a new goal, When I cannot do something important the way I did before I distribute my time and energy among many other things",,
selection_optimization_compensation_survey.16,SOC16,Please select which of the two statements is more true for you.," When I cannot do something as well as I used to I think about what exactly is important to me, When I cannot do something as well as I used to I wait and see what comes",,
selection_optimization_compensation_survey.17,SOC17,Please select which of the two statements is more true for you.,"Even if I cannot do something as well as before I pursue all my goals,  If I cannot do something as well as before I concentrate only on essentials",,
selection_optimization_compensation_survey.18,SOC18,Please select which of the two statements is more true for you.,"When I cannot carry on as I used to I direct my attention (like usual) to all my goals,  When I cannot carry on as I used to I direct my attention to my most important goal",,
selection_optimization_compensation_survey.19,SOC19,Please select which of the two statements is more true for you.," When something becomes increasingly difﬁcult for me I consider which goals I could achieve under the circumstances, When something becomes increasingly difﬁcult for me I accept it",,
selection_optimization_compensation_survey.20,SOC20,Please select which of the two statements is more true for you.,"When things do not go so well I leave it at that,  When things do not work so well I pursue my most important goal ﬁrst",,
selection_optimization_compensation_survey.21,SOC21,Please select which of the two statements is more true for you.," When something requires more and more effort I think about what exactly I really want, When something requires more and more effort I do not worry about it",,
selection_optimization_compensation_survey.22,SOC22,Please select which of the two statements is more true for you.,"When things do not go as well as before I wait for better times,  When things do not go as well as before I drop some goals to concentrate on the more important ones",,
selection_optimization_compensation_survey.23,SOC23,Please select which of the two statements is more true for you.,"When I am not able to achieve something anymore I trust that the situation will improve by itself, When I am not able to achieve something anymore I direct my efforts at what is still possible",,
selection_optimization_compensation_survey.24,SOC24,Please select which of the two statements is more true for you.,"When things do not go as well as before I leave it at that, When things do not go as well as before I think about what exactly Is really important to me",,
selection_optimization_compensation_survey.25,SOC25,Please select which of the two statements is more true for you.,"When I can no longer do something in my usual way I think about what exactly I am able to do under the circumstances, When I can no longer do something in my usual way I do not think long about it",,
selection_optimization_compensation_survey.26,SOC26,Please select which of the two statements is more true for you.,"When I do not succeed right away at what I want to do I do not try other possibilities for very long,  I keep working on what I have planned until I succeed",,
selection_optimization_compensation_survey.27,SOC27,Please select which of the two statements is more true for you.," I make every effort to achieve a given goal, I prefer to wait for a while and see if things will work out by themselves",,
selection_optimization_compensation_survey.28,SOC28,Please select which of the two statements is more true for you.,"If something matters to me I devote myself fully and completely to it, Even if something matters to me I still have a hard time devoting myself fully and completely to it",,
selection_optimization_compensation_survey.29,SOC29,Please select which of the two statements is more true for you.," I keep trying until I succeed at a goal, I do not keep trying very long when I don’t succeed right away at a goal",,
selection_optimization_compensation_survey.30,SOC30,Please select which of the two statements is more true for you.,"I wait a while ﬁrst to see if my plans do not realize themselves,  I do everything I can to realize my plans",,
selection_optimization_compensation_survey.31,SOC31,Please select which of the two statements is more true for you.,"I usually choose a goal that I can achieve without much effort, When I choose a goal I am also willing to invest much effort in it",,
selection_optimization_compensation_survey.32,SOC32,Please select which of the two statements is more true for you.,"When I want to achieve something I can wait for the right moment, When I want to achieve something I take the ﬁrst opportunity that comes",,
selection_optimization_compensation_survey.33,SOC33,Please select which of the two statements is more true for you.," When I have started something that is important to me but has little chance at success I make a particular effort, When I start something that is important to me but has little chance at success I usually stop trying",,
selection_optimization_compensation_survey.34,SOC34,Please select which of the two statements is more true for you.,"When I want to get ahead I take a successful person as a model, When I want to get ahead only I myself know the best way to do it",,
selection_optimization_compensation_survey.35,SOC35,Please select which of the two statements is more true for you.,"I do not think long about how to realize my plans I just try it, I think about exactly how I can best realize my plans",,
selection_optimization_compensation_survey.36,SOC36,Please select which of the two statements is more true for you.,"Setbacks show me that I should turn to something else, When something is important to me I do not let setbacks discourage me",,
selection_optimization_compensation_survey.37,SOC37,Please select which of the two statements is more true for you.,"I think about when exactly I can best realize my plans, In terms of realizing my plans I begin right away",,
selection_optimization_compensation_survey.38,SOC38,Please select which of the two statements is more true for you.," When things do not go as well as they used to I keep trying other ways until I can achieve the same result I used to, When things do not go as well as they used to I accept it",,
selection_optimization_compensation_survey.39,SOC39,Please select which of the two statements is more true for you.,"When something in my life is not working as well as it used to I decide what to do about it myself without involving other people,  When something in my life is not working as well as it used to I ask others for help or advice",,
selection_optimization_compensation_survey.40,SOC40,Please select which of the two statements is more true for you.,"When it becomes harder for me to get the same results as I used to It is time to let go of that expectation, When it becomes harder for me to get the same results I keep trying harder until I can do it as well as before",,
selection_optimization_compensation_survey.41,SOC41,Please select which of the two statements is more true for you.,"Even if something is important to me It can happen that I do not invest the necessary time or effort,  For important things I pay attention to whether I need to devote more time or effort",,
selection_optimization_compensation_survey.42,SOC42,Please select which of the two statements is more true for you.,"In particularly difﬁcult life situations I try to manage by myself, In particularly difﬁcult life situations I try to get help from doctors or counselors or other experts",,
selection_optimization_compensation_survey.43,SOC43,Please select which of the two statements is more true for you.,"When things are not going so well I accept help from others, Even in difﬁcult situations I do not burden others",,
selection_optimization_compensation_survey.44,SOC44,Please select which of the two statements is more true for you.,"When things do not work the way they used to I accept things the way they are,  When things do not work the way they used to I look for other ways to achieve them",,
selection_optimization_compensation_survey.45,SOC45,Please select which of the two statements is more true for you.,"When I cannot do something as well as before then I accept it, When I cannot do something as well as before then I ﬁnd out about other ways and means to achieve it",,
selection_optimization_compensation_survey.46,SOC46,Please select which of the two statements is more true for you.,"When I cannot do something as well as I used to I accept the change,  When I cannot do something as well as I used to then I ask someone else to do it for me",,
selection_optimization_compensation_survey.47,SOC47,Please select which of the two statements is more true for you.,"Just to prevent losing what I have achieved I am not willing to invest more time and effort in it, When I am afraid of losing something that I have achieved then I invest more time and effort in it",,
selection_optimization_compensation_survey.48,SOC48,Please select which of the two statements is more true for you.,"When something does not work as well as usual I do not spend much time thinking about it,  When something does not work as well as usual I look at how others do it",,
selection_optimization_compensation_survey.49,SOC49,Please select which of the two statements is more true for you.,"When something does not work as well as before I am the one who knows what is best for me,  When something does not work as well as before I listen to advisory broadcasts and books as well",,
sensation_seeking_survey.02,SSS02,Please indicate which of the following scenarios you would prefer.," I prefer quiet parties with good conversation, I like “wild” uninhibited parties",,
sensation_seeking_survey.03,SSS03,Please indicate which of the following scenarios you would prefer.,"There are some movies I enjoy seeing a second or even a third time,  I can't stand watching a movie that I've seen before",,
sensation_seeking_survey.04,SSS04,Please indicate which of the following scenarios you would prefer.,"I often wish I could be a mountain climber,  I can't understand people who risk their necks climbing mountains",,
sensation_seeking_survey.05,SSS05,Please indicate which of the following scenarios you would prefer.,"I like some of the earthy body smells, I dislike all body odors",,
sensation_seeking_survey.06,SSS06,Please indicate which of the following scenarios you would prefer.,"I like the comfortable familiarity of everyday friends, I get bored seeing the same old faces",,
sensation_seeking_survey.07,SSS07,Please indicate which of the following scenarios you would prefer.,"I like to explore a strange city or section of town by myself even if it means getting lost, I prefer a guide when I am in a place I do not know well",,
sensation_seeking_survey.08,SSS08,Please indicate which of the following scenarios you would prefer.,"I dislike people who do or say things just to shock or upset others,  When you can predict almost everything a person will do and say he or she must be a bore",,
sensation_seeking_survey.09,SSS09,Please indicate which of the following scenarios you would prefer.," I don't mind watching a movie or a play where I can predict what will happen in advance, I usually don't enjoy a movie or play where I can predict what will happen in advance",,
sensation_seeking_survey.10,SSS10,,,,
sensation_seeking_survey.11,SSS11,Please indicate which of the following scenarios you would prefer.,"I would like to try some of the new drugs that produce hallucinations, I would not like to try any drug which might produce strange and dangerous effects on me",,
sensation_seeking_survey.12,SSS12,Please indicate which of the following scenarios you would prefer.," I sometimes like to do things that are a little frightening, A sensible person avoids activities that are dangerous",,
sensation_seeking_survey.13,SSS13,Please indicate which of the following scenarios you would prefer.,"I dislike “swingers” (people who are uninhibited and free about sex),  I enjoy the company of real “swingers”",,
sensation_seeking_survey.14,SSS14,Please indicate which of the following scenarios you would prefer.,"I find that stimulants make me uncomfortable,  I often like to get high (drinking liquor or smoking marijuana)",,
sensation_seeking_survey.15,SSS15,Please indicate which of the following scenarios you would prefer.,"I like to try new foods that I have never tasted before,  I order the dishes with which I am familiar so as to avoid disappointment and unpleasantness",,
sensation_seeking_survey.16,SSS16,Please indicate which of the following scenarios you would prefer.,"I enjoy looking at home movies or travel slides,  Looking at someone's home movies or travel slides bores me tremendously",,
sensation_seeking_survey.17,SSS17,Please indicate which of the following scenarios you would prefer.,"I would like to take up the sport of water skiing,  I would not like to take up water skiing",,
sensation_seeking_survey.18,SSS18,Please indicate which of the following scenarios you would prefer.,"I would like to try surf boarding,  I would not like to try surf boarding",,
sensation_seeking_survey.19,SSS19,Please indicate which of the following scenarios you would prefer.," When I go on a trip I like to plan my route and timetable fairly carefully, I would like to take off on a trip with no preplanned or definite routes or timetable",,
sensation_seeking_survey.20,SSS20,Please indicate which of the following scenarios you would prefer.,"I prefer the “down to earth” kinds of people as friends,  I would like to make friends in some of the “far out” groups like artists or “punks”",,
sensation_seeking_survey.21,SSS21,Please indicate which of the following scenarios you would prefer.," I would like to learn to fly an airplane, I would not like to learn to fly an airplane",,
sensation_seeking_survey.22,SSS22,Please indicate which of the following scenarios you would prefer.," I would like to go scuba diving, I prefer the surface of the water to the depths",,
sensation_seeking_survey.23,SSS23,Please indicate which of the following scenarios you would prefer.,"I would like to meet some persons who are homosexual (men or women),  I stay away from anyone I suspect of being “gay or lesbian”",,
sensation_seeking_survey.24,SSS24,Please indicate which of the following scenarios you would prefer.,"I would like to try parachute jumping, I would never want to try jumping out of a plane - with or without a parachute",,
sensation_seeking_survey.25,SSS25,Please indicate which of the following scenarios you would prefer.," I prefer friends who are reliable and predictable, I prefer friends who are excitingly unpredictable",,
sensation_seeking_survey.26,SSS26,Please indicate which of the following scenarios you would prefer.," I like to have new and exciting experiences and sensations even if they are a little frightening / unconventional or illegal, I am not interested in experience for its own sake",,
sensation_seeking_survey.27,SSS27,Please indicate which of the following scenarios you would prefer.,"I often ﬁnd beauty in the clashing colors and irregular forms of modern paintings, The essence of good art is in its clarity / symmetry of form and harmony of colors",,
sensation_seeking_survey.28,SSS28,Please indicate which of the following scenarios you would prefer.,"I enjoy spending time in the familiar surroundings of home,  I get very restless if I have to stay around home for any length of time",,
sensation_seeking_survey.29,SSS29,Please indicate which of the following scenarios you would prefer.,"I like to dive off the high board,  I don't like the feeling I get standing on the high board (or I don't go near it at all)",,
sensation_seeking_survey.30,SSS30,Please indicate which of the following scenarios you would prefer.," I like to date members of the opposite sex who share my values, I like to date members of the opposite sex who are physically exciting",,
sensation_seeking_survey.31,SSS31,Please indicate which of the following scenarios you would prefer.," Keeping the drinks full is the key to a good party, Heavy drinking usually ruins a party because some people get loud and boisterous",,
sensation_seeking_survey.32,SSS32,Please indicate which of the following scenarios you would prefer.,"The worst social sin is to be rude,  The worst social sin is to be a bore",,
sensation_seeking_survey.33,SSS33,Please indicate which of the following scenarios you would prefer.,"A person should have considerable sexual experience before marriage,  It's better if two married persons begin their sexual experience with each other",,
sensation_seeking_survey.34,SSS34,Please indicate which of the following scenarios you would prefer.," I could conceive of myself seeking pleasures around the world with the “jet set”, Even if I had the money I would not care to associate with flight rich persons like those in the “jet set”",,
sensation_seeking_survey.35,SSS35,Please indicate which of the following scenarios you would prefer.," I dislike people who have their fun at the expensive of hurting the feelings of others, I like people who are sharp and witty even if they do sometimes insult others",,
sensation_seeking_survey.36,SSS36,Please indicate which of the following scenarios you would prefer.," I enjoy watching many of the “sexy” scenes in movies, There is altogether too much portrayal of sex in movies",,
sensation_seeking_survey.37,SSS37,Please indicate which of the following scenarios you would prefer.,"I feel best after taking a couple of drinks,  Something is wrong with people who need liquor to feel good",,
sensation_seeking_survey.38,SSS38,Please indicate which of the following scenarios you would prefer.," People should dress in individual ways even if the effects are sometimes strange, People should dress according to some standard of taste / neatness and style",,
sensation_seeking_survey.39,SSS39,Please indicate which of the following scenarios you would prefer.," I would like to sail a long distance in a small but seaworthy sailing craft, Sailing long distances in small sailing crafts is foolhardy",,
sensation_seeking_survey.40,SSS40,Please indicate which of the following scenarios you would prefer.," I find something interesting in almost every person I talk to, I have no patience with dull or boring persons",,
sensation_seeking_survey.41,SSS41,Please indicate which of the following scenarios you would prefer.," I think I would enjoy the sensations of skiing very fast down a high mountain slope, Skiing down a high mountain slope is a good way to end up on crutches",,
self_regulation_survey.02,SSRQ02,I don't notice the effects of my actions until it's too late.,"Neutral, Strongly disagree, Somewhat disagree, Somewhat agree, Strongly agree",SSRQ Total,
self_regulation_survey.03,SSRQ03,I put off making decisions.,"Somewhat disagree, Somewhat agree, Neutral, Strongly disagree, Strongly agree",SSRQ Total,
self_regulation_survey.04,SSRQ04,"It's hard for me to notice when I've 'had enough' (alcohol, food, sweets).","Somewhat disagree, Strongly agree, Strongly disagree, Neutral, Somewhat agree",SSRQ Total,
self_regulation_survey.05,SSRQ05,I have trouble following through with things once I've made up my mind to do something.,"Somewhat agree, Neutral, Strongly disagree, Somewhat disagree, Strongly agree",SSRQ Total,
self_regulation_survey.06,SSRQ06,I don't seem to learn from my mistakes.,"Somewhat disagree, Strongly disagree, Somewhat agree, Strongly agree, Neutral",SSRQ Total,
self_regulation_survey.07,SSRQ07,I usually only have to make a mistake one time in order to learn from it.,"Strongly disagree, Strongly agree, Somewhat agree, Somewhat disagree, Neutral",SSRQ Total,
self_regulation_survey.08,SSRQ08,I can usually find several different possibilities when I want to change something.,"Somewhat disagree, Somewhat agree, Strongly agree, Strongly disagree, Neutral",SSRQ Total,
self_regulation_survey.09,SSRQ09,Often I don't notice what I'm doing until someone calls it to my attention.,"Neutral, Strongly disagree, Somewhat agree, Somewhat disagree, Strongly agree",SSRQ Total,
self_regulation_survey.10,SSRQ10,I usually think before I act.,"Somewhat agree, Somewhat disagree, Strongly agree, Strongly disagree, Neutral",SSRQ Total,
self_regulation_survey.11,SSRQ11,I learn from my mistakes.,"Somewhat agree, Strongly agree, Neutral, Somewhat disagree, Strongly disagree",SSRQ Total,
self_regulation_survey.12,SSRQ12,I give up quickly.,"Somewhat disagree, Strongly disagree, Neutral, Somewhat agree, Strongly agree",SSRQ Total,
self_regulation_survey.13,SSRQ13,I usually keep track of my progress toward my goals.,"Strongly agree, Somewhat agree, Neutral, Somewhat disagree, Strongly disagree",SSRQ Total,
self_regulation_survey.14,SSRQ14,I am able to accomplish goals for myself.,"Somewhat agree, Somewhat disagree, Strongly agree, Neutral, Strongly disagree",SSRQ Total,
self_regulation_survey.15,SSRQ15,"I have personal standards, and try to live up to them.","Somewhat agree, Strongly agree, Somewhat disagree, Neutral, Strongly disagree",SSRQ Total,
self_regulation_survey.16,SSRQ16,"As soon as I see a problem or challenge, I start looking for possible solutions.","Somewhat agree, Neutral, Strongly agree, Somewhat disagree, Strongly disagree",SSRQ Total,
self_regulation_survey.17,SSRQ17,I have a hard time setting goals for myself.,"Somewhat disagree, Strongly disagree, Neutral, Somewhat agree, Strongly agree",SSRQ Total,
